syéa,adj,"öreg, régi, hatalmas",SÍ,fél > hatalom,PR sía# $,,society
syêa,n,fény,SÁ,,PR sáa,,root-words
syeáng,adj,világos,SÁ,,sáang,,misc
syéng,n,kelet,SÍ,,,,misc
syénng,part,messzi,SÁ,hosszú idő,< sye,,misc
syénng,part,"tartós, hosszú",SÁ,,,,misc
syer,adv,most,,,PR sá li,,time
syer yēng,adv,hamar,,menekülő időben,,,misc
syerā,v,ijeszt,SÍ RA,,,,misc
syī,n,bajusz,SI,,~ PR si,,root-words
syia,adj,hideg,SÌ,,PR sì # ~ PR sì,,misc
syiá,n,kuvik,,[hangutánzó],,,animals
syiao,n,"hagyomány, mondások",YA,sok szavak,BR si yaū,,religion
syīay,n,beszélgetés,SI YA YA,sok beszél beszél,AN si ya ya,,society
syiegh,adv,hirtelen,SÍ,,,,misc
syiéng,pron,együtt,SI NGÍ,együtt mi,syingí > syingé > syíngə > syîng > syiéng,,misc
syihann,n,"találkozik valakivel, üdvözöl",QHÁ NGA,fej gerinc,"qhá nga > hain, haing, ",,misc
syihann,n,találkozás (személyekkel),QHÁ NGA,fej gerinc,"qhá nga > hain, haing, ",,misc
syīnǎ,v,rajzol,SI NÀ,bajusz kép,BR si nǎ,,society
syir,prep,között,SI,bajusz > együtt,,,post-positions
zyìu,adj,"kevés, szűkös",SÌ,,PR sìu,,root-words
syiwaiqh,n,hangyaboly,,,,,animals
zyū,v,nő,SU,növény,PR suu # su,,root-words
syy̌,n,tél,SÌ,,PR sì,,misc
syy̌,n,hideg,SÌ,,PR sì,,root-words
syımān,adj,"kék, lila",,per. āsemān „ég”,,,colors
syımānyé,adj,csillogó fekete/kék/zöld,,,< syımān,,colors
syısya,adj,vékony csíkos,SI ,bajusz,sisia,,colors
syəiū,n,lúd,SA YU,harag kacsa,~ PR yuan,,animals
dhàu,int,nem,THÙ,,PR thù # thàù,,root-words
thā,n,karom,THA,,PR tha,,root-words
thà alāgh,adv,kevésbé,,nem nagyon,,,misc
thāgh,n,sün,THA XU,tüskés egér,BR thaxu,,animals
thái,n,nincs,THÁ,,PR thá,a dhẏ hatására vette át ezt a jelentést,root-words
dhàu,part,nem,THÀ,,PR thù,,misc
thàzyan,adv,sose,THÚ zyan,nem + idő,,,misc
thê,n,orr,THÍ,,PR thí,,root-words
ther,n,soha,THÁ SÁ RI,nem nappal éjszaka,~ AN thá sáili,,misc
ther,pron,sehol,THÁ SÁ RI,,~ AN thá sáili,,misc
thezyer,adv,most,THÍ SÁ,,,,misc
thī,n,fióka,THI,,PR thi,,root-words
thie,pron,itt,THÁ,,,,misc
thǔ,v,nincs,,,~ PR thá # thàwù,,misc
thù yoghin āin ,adv,bármennyire,,nem érdekel [milyen] nagyon,,,misc
thù zyerı,conj,még,,,,,misc
thuao,v,marad,THÚ WÀ,,,,misc
thȳn,n,hely,THÙ,,,,misc
thə-,pref,nem-,THÁ,nem,,,misc
thəhìa,n,"nyomorult, szerencsétlen",THI SÌ,fióka hideg,AN thisyìa,,soul
ū,v,van,WU,áll,wu,,root-words
ūa,num,egy,,,,,numerals
ufyə,v,áll,WU FA,áll láb,PR wufa,,root-words
uinn,n,dél,,,,,misc
umē,v,megtölt,MÍ,szopni,umí,,misc
umm,n,öregasszony,MÙ MU,,BR umma,,society
unō,v,kezd,NÚ,szül,,,misc
uny̌m,n,etető antróp,NÌ MÙ,eszik ember,,,misc
uryū,adj,kemény,RÚ,kő,,,misc
uyai,v,elkerget,YÁ,"nyúl > elfut, menekül",,,misc
ūyiégh,adj,csodálatos,YÍ,hold,,,misc
uyù,n,hal,WÙ,,~ BR ù sỳ # wù,ù,root-words
uyurù,n,pelikán,WÙ RÙ,hal száj,,,animals
wà zyerı,conj,már,WÀ,"eljött az idő, amikor",wàm zyan,,misc
fyái,n,pénisz,FÁ,,PR fá,,root-words
waiqh,n,"apró rovar, hangya",,,,,animals
wam,v,jön,WÀ,,,,misc
wam dhei,v,odajön,,,,,misc
wam ruo,v,bejön,WÀ WÀ,megy megy,,,misc
wào,n,valaki gyereke,FÀ,,PR fà,,root-words
wào dhei,v,odamegy,,,,,misc
waor,v,érkezik,WÀ,,wàr,,misc
wau,n,úszik,WÙ,,wù,,root-words
wê,v,iszik,WÍ,,PR wé,,root-words
weír,prep,fölött,WÁ,fül,,,post-positions
weo,n,lét,WU,áll,PR wàu,,misc
wia,n,víz,,,PR wí # ~ PR wí,,misc
wiarā,num,többször,,,,,misc
winen,num,nyolc,,,,,numerals
winēni,num,tíz,,,,,numerals
winennū,num,tizenegy,,,,,numerals
winenwa,num,kilenc,,,,,numerals
winyei,v,beborít,FI NÁ,szőr anya,,,misc
wo syie ,adv,darabokban,FU,tojás bajusz > együtt [tojáshéj-utalás],fu si > wo syī > wo syē,,misc
woa,v,hajlik,FA,láb > fordul,PR faa,,misc
wòm,v,ütközik,FÚ MÙ,,PR fú mù # ~ PR fú mù,,environment
wonēni,num,tizennégy,,,,,numerals
wonnū,num,tizenöt,,,,,numerals
woréi,n,alom,FÙ RÁ,ürülék kő,,,environment
wōsy,num,három,,,,,numerals
wosyá,n,napnegyed,FA,láb > fordul,,,time
wōsyiagh,n,nap,SÁ,,wōsy yiagh,,time
wuo,n,ürülék,FÙ,,PR fù,,root-words
wúo,v,üt,FÚ,,PR fú,,root-words
yā,n,mond,YA,,PR ya,,root-words
ya thǎya,adj,"elmondhatlan, kimondhatatlan",YA,,ya thà ia,,misc
yaegh,n,hagyomány,YA YA,,yayagh,,religion
yagh,v,érdeklődik,YA QHA,szó vadászik,AN yaqha,,society
yái,n,nyúl,YÁ,,PR yá,,animals
yaigh,adj,gyors,YÁ,"nyúl > elfut, menekül",,,misc
yānā,v,jelent,YA NÀ,~ ar. yaˀnī ?,,,misc
yáng,n,név,YA NGÍ,név én,yange > yang,,society
yannā,v,hisz,YA NÀ,,,,misc
yao,n,szó,YA,,~ PR xùi,,misc
yào,n,tüzelő nő,YÀ,,PR yà,,root-words
yàu,n,vér,YÙ,,PR yù,,root-words
yàu,v,vérzik,YÙ,,PR yù,,root-words
yê,n,hús,RÍ,,PR yí # rí,$,root-words
yê,v,"vonul, megy valahova",YÍ,,PR yí,,root-words
lyē,n,"föld, talaj",RÁ,,PR ráa,$,root-words
yea,n,hónap,YÍ,hold,yía,,time
yéao,n,hold,YÍ,,PR yíà # yí,$,root-words
yēao,n,"slam, összejövetel 2. bölcsesség",YA YA,beszél-beszél,$,,society
yeffe,n,elvisz neki,FÌ,,,,misc
yeu,n,három hónap,YÍ,hold,yíu,,time
ẏhái,n,"hajlékonyság, mozgékonyság, karcsúság",XU XÁ,egér fej,BR xuhái,„egérként átférő fejű”,misc
ẏhái,v,"befér, átfér, benyomakodik",XU XÁ,egér fej,BR xuhái,„egérként átférő fejű”,environment
yī,n,szem,YI,,PR yi,,root-words
yī,v,néz,YI,,PR yi,,root-words
yī ghūa,v,keres,,néz nyom,,,misc
yéa,adj,fehér,YÍ,nappal,PR yía,,root-words
yiá,adj,"fényes fehér (csak fémekre, műanyagokra, fényre)",YÍ,nappal,,,colors
yian zyan,n,gyerekkor,,,,,misc
yìann,n,gyerek,YÌ,,PR yìan,,root-words
yidh,n,tekintet,YI,szem,PR yi tha,,misc
ryǐng,n,"gonosz, ijesztő",RÌ,,PR rìng,$,root-words
yǐnn,n,kamasz gyerek,YÌ,,PR yìn,,root-words
yoa,n,beszél,YA,,PR yaa,,root-words
ẏrarā,v,balfaszkodik,RA RA,ugrik,,,body
yū,n,kacsa,YU,kacsa,PR yu,,animals
ywann,n,lúd,YU,,PR yuan,,root-words
yy̌,n,kígyó,RÌ,,PR yì # rì,$,root-words
yy̌r,adj,"vörös, narancssárga, zöld",YÙ,vér,,,colors
yəlua,adj,fekete-fehér,RI ,fehér,PR yía rua,,colors
yəlua,adj,"kontrasztos, látványos",,fekete-fehér,PR yía rua,,colors
yəlwaiō,adj,nagy foltos,RI ,fehér,< yəlua,,colors
zyā,n,szél,SA,,sa,,root-words
zyǎ,n,veréb,SÀ,,PR sà,,animals
zyǎgh,n,zombi,SA NGÀ,,PR sa ñà,,religion
syái,n,nappal,SÁ,,PR sá,,root-words
zyaio,n,lélegzet,SA,,sa,,misc
zyamm,n,idő,SÁ NÍ,,~ PR sá li,,misc
zyann ngī,v,időt tölt,NGI,,,,misc
zyǎ,n,veréb,SÀ,,PR sà,,root-words
zyàoı dhunn,n,mezei veréb,,veréb erdő,,,animals
zyār,prep,közben,SÁ,nappal,,,post-positions
zyěadh,n,"megjelenés, avatar",SÁ THÀ,nem volt látható,AN sêathà,,religion
syéi,n,félelem,SÍ,,PR síi,,root-words
zyer,n,"idő, pillanat",SÁ RI,nappal éjszaka,PR sái li,,misc
syei,v,lát,SI,bajusz,PR sii # si,,root-words
zyıa,n,megjelenik,SI,bajusz,PR sia,,root-words
zyìa,adj,"hideg, halott",SÌ,,PR sìa,,root-words
zyīsya,v,ír,SI SA,bajusz öl,BR si sā,,society
zyīsyagh,n,írnok,SI SA,bajusz öl,BR si saxu,,society
zyizyu,n,fű,SU,növény,syisyu,,plants
zẏmuó,n,csirke,SÍ MU,,,,animals
zyoa,adj,cirmos,SU,levél,,,colors
zyoanànng,adj,pettyes,SU NGÀ,cirmos harap,,,colors
zyoury̌,n,uborka,SU RÌ,zöldség kígyó,,,misc
zyū,n,levél,SU,,PR su,,root-words
zyua,n,gyógynövény,SU,,PR sua,,root-words
zyuaghào,n,"csípős fűszer, paprika, gyömbér",SU NGÀ,harapós gyógyfű,MD zyua·ghào,,plants
zyūái,n,nyál,SÙ NGÁ,vizelet nyal,BR su ái,,body
zyúo,v,szopik,SÚ,,PR sú,,root-words
zyur,n,minta,SU,növény,,,misc
zyūr,adj,"vörös szőrű; homokszínű, világosszöld",SU,levél,,,colors
zyỳaqh,part,"hibás, hibázó fél",QHA,"vadászik, lecsap",,,society
zyỳgh,n,hiba,QHA,"vadászik, lecsap",,,body
zyẏqhā,v,"hibázik, elhibáz",QHA,"vadászik, lecsap",,,body
zyỳra,v,ügyetlenül ugrik,RA,ugrik,,,body
zyıēaqh,n,"slam, összejövetel",YA YA,sok beszél beszél,MA zyıyayax,,society
zyıgh,v,"szétterül, szétborul",SI XI,,BR sixi,,misc
zyılīr,n,"ott, az a hely",SÁ RI RA,idő ugrik,AN sáili ra,,misc
zyınǎ,adj,"furcsa, különös, jellegzetes",SI NÀ,,BR si nàa,,misc
zyınào,n,rajz,SI NÀ,bajusz kép,BR si nào,,society
zyəmarəgh,n,toll,RA SU,,zu mara·gh,,animals
ızyeiū,G3,jég,SA YU,harag kacsa,< syeiū,,misc
